estado;ibgeID;competencia;Codigo;Descrição;Existente;Sus;NaoSus
26;260510;202003;87;SAUDE MENTAL;1;0;1
26;260510;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;260510;202003;10;OBSTETRICIA CIRURGICA;11;5;6
26;260510;202003;43;OBSTETRICIA CLINICA;3;2;1
26;260510;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260510;202003;45;PEDIATRIA CLINICA;7;6;1
26;260510;202003;68;PEDIATRIA CIRURGICA;1;0;1
26;260520;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;260520;202003;03;CIRURGIA GERAL;16;12;4
26;260520;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260520;202003;33;CLINICA GERAL;29;14;15
26;260520;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;260520;202003;10;OBSTETRICIA CIRURGICA;6;4;2
26;260520;202003;43;OBSTETRICIA CLINICA;13;11;2
26;260520;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260520;202003;45;PEDIATRIA CLINICA;19;10;9
26;260540;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;260540;202003;03;CIRURGIA GERAL;3;3;0
26;260540;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260540;202003;33;CLINICA GERAL;5;5;0
26;260540;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;260540;202003;10;OBSTETRICIA CIRURGICA;2;2;0
26;260540;202003;43;OBSTETRICIA CLINICA;3;3;0
26;260540;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260540;202003;45;PEDIATRIA CLINICA;4;4;0
26;260545;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260545;202003;33;CLINICA GERAL;7;7;0
26;260545;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260545;202003;45;PEDIATRIA CLINICA;2;2;0
26;260545;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
26;260545;202003;47;PSIQUIATRIA;1;1;0
26;260550;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260550;202003;33;CLINICA GERAL;5;5;0
26;260550;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
26;260550;202003;95;UNIDADE DE CUIDADOS INTERMEDIARIOS ADULTO;4;4;0
26;260550;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260550;202003;45;PEDIATRIA CLINICA;2;2;0
26;260580;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260580;202003;33;CLINICA GERAL;5;5;0
26;260580;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;260580;202003;43;OBSTETRICIA CLINICA;3;3;0
26;260580;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260580;202003;45;PEDIATRIA CLINICA;3;3;0
26;260590;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260590;202003;33;CLINICA GERAL;10;10;0
26;260590;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;260590;202003;10;OBSTETRICIA CIRURGICA;3;3;0
26;260590;202003;43;OBSTETRICIA CLINICA;5;5;0
26;260590;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260590;202003;45;PEDIATRIA CLINICA;5;5;0
26;260600;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;260600;202003;01;BUCO MAXILO FACIAL;1;1;0
26;260600;202003;02;CARDIOLOGIA;1;1;0
26;260600;202003;03;CIRURGIA GERAL;52;43;9
26;260600;202003;05;GASTROENTEROLOGIA;1;1;0
26;260600;202003;06;GINECOLOGIA;6;3;3
26;260600;202003;08;NEFROLOGIAUROLOGIA;7;5;2
26;260600;202003;09;NEUROCIRURGIA;1;0;1
26;260600;202003;11;OFTALMOLOGIA;2;0;2
26;260600;202003;12;ONCOLOGIA;3;3;0
26;260600;202003;13;ORTOPEDIATRAUMATOLOGIA;27;19;8
26;260600;202003;14;OTORRINOLARINGOLOGIA;2;1;1
26;260600;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260600;202003;32;CARDIOLOGIA;18;7;11
26;260600;202003;33;CLINICA GERAL;53;46;7
26;260600;202003;36;GERIATRIA;7;6;1
26;260600;202003;40;NEFROUROLOGIA;3;3;0
26;260600;202003;41;NEONATOLOGIA;1;0;1
26;260600;202003;42;NEUROLOGIA;2;1;1
26;260600;202003;44;ONCOLOGIA;3;3;0
26;260600;202003;87;SAUDE MENTAL;6;6;0
26;260600;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
26;260600;202003;51;UTI II ADULTO - COVID-19;20;0;20
26;260600;202003;74;UTI ADULTO - TIPO I;5;0;5
26;260600;202003;75;UTI ADULTO - TIPO II;21;21;0
26;260600;202003;95;UNIDADE DE CUIDADOS INTERMEDIARIOS ADULTO;8;8;0
26;260600;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;260600;202003;10;OBSTETRICIA CIRURGICA;20;13;7
26;260600;202003;43;OBSTETRICIA CLINICA;47;43;4
26;260600;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260600;202003;45;PEDIATRIA CLINICA;21;18;3
26;260600;202003;68;PEDIATRIA CIRURGICA;3;3;0
26;260600;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
26;260600;202003;47;PSIQUIATRIA;24;0;24
26;260600;202003;84;ACOLHIMENTO NOTURNO;7;7;0
26;260600;202003;HOSPITAL DIA;HOSPITAL DIA;HOSPITAL DIA;NA;NA
26;260600;202003;07;CIRURGICO/DIAGNOSTICO/TERAPEUTICO;24;24;0
26;260610;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;260610;202003;03;CIRURGIA GERAL;7;7;0
26;260610;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260610;202003;33;CLINICA GERAL;8;8;0
26;260610;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;260610;202003;43;OBSTETRICIA CLINICA;4;4;0
26;260610;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260610;202003;45;PEDIATRIA CLINICA;5;5;0
26;260620;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;260620;202003;03;CIRURGIA GERAL;15;15;0
26;260620;202003;06;GINECOLOGIA;11;3;8
26;260620;202003;13;ORTOPEDIATRAUMATOLOGIA;9;1;8
26;260620;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260620;202003;33;CLINICA GERAL;35;26;9
26;260620;202003;87;SAUDE MENTAL;4;0;4
26;260620;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;260620;202003;10;OBSTETRICIA CIRURGICA;24;16;8
26;260620;202003;43;OBSTETRICIA CLINICA;13;13;0
26;260620;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260620;202003;45;PEDIATRIA CLINICA;27;21;6
26;260620;202003;HOSPITAL DIA;HOSPITAL DIA;HOSPITAL DIA;NA;NA
26;260620;202003;07;CIRURGICO/DIAGNOSTICO/TERAPEUTICO;3;3;0
26;260640;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;260640;202003;03;CIRURGIA GERAL;8;8;0
26;260640;202003;13;ORTOPEDIATRAUMATOLOGIA;3;3;0
26;260640;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260640;202003;33;CLINICA GERAL;32;32;0
26;260640;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;260640;202003;10;OBSTETRICIA CIRURGICA;3;3;0
26;260640;202003;43;OBSTETRICIA CLINICA;4;4;0
26;260640;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260640;202003;45;PEDIATRIA CLINICA;4;4;0
26;260640;202003;68;PEDIATRIA CIRURGICA;2;2;0
26;260640;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
26;260640;202003;48;REABILITACAO;42;0;42
26;260680;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;260680;202003;03;CIRURGIA GERAL;3;3;0
26;260680;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260680;202003;33;CLINICA GERAL;13;13;0
26;260680;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
26;260680;202003;47;PSIQUIATRIA;326;82;244
26;260760;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260760;202003;33;CLINICA GERAL;7;7;0
26;260760;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;260760;202003;10;OBSTETRICIA CIRURGICA;1;1;0
26;260760;202003;43;OBSTETRICIA CLINICA;3;3;0
26;260760;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260760;202003;45;PEDIATRIA CLINICA;3;3;0
26;260720;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;260720;202003;06;GINECOLOGIA;2;2;0
26;260720;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260720;202003;33;CLINICA GERAL;9;9;0
26;260720;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;260720;202003;10;OBSTETRICIA CIRURGICA;8;8;0
26;260720;202003;43;OBSTETRICIA CLINICA;10;10;0
26;260720;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260720;202003;45;PEDIATRIA CLINICA;3;3;0
26;260730;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260730;202003;33;CLINICA GERAL;16;16;0
26;260730;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;260730;202003;43;OBSTETRICIA CLINICA;5;5;0
26;260730;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260730;202003;45;PEDIATRIA CLINICA;8;8;0
26;260730;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
26;260730;202003;34;CRONICOS;9;9;0
26;260770;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;260770;202003;03;CIRURGIA GERAL;7;7;0
26;260770;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260770;202003;33;CLINICA GERAL;9;9;0
26;260770;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;260770;202003;43;OBSTETRICIA CLINICA;4;4;0
26;260770;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260770;202003;45;PEDIATRIA CLINICA;5;5;0
26;260775;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260775;202003;33;CLINICA GERAL;1;1;0
26;260790;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;260790;202003;01;BUCO MAXILO FACIAL;1;0;1
26;260790;202003;03;CIRURGIA GERAL;139;127;12
26;260790;202003;05;GASTROENTEROLOGIA;2;0;2
26;260790;202003;06;GINECOLOGIA;6;0;6
26;260790;202003;08;NEFROLOGIAUROLOGIA;3;0;3
26;260790;202003;11;OFTALMOLOGIA;1;0;1
26;260790;202003;13;ORTOPEDIATRAUMATOLOGIA;65;60;5
26;260790;202003;14;OTORRINOLARINGOLOGIA;3;0;3
26;260790;202003;15;PLASTICA;2;0;2
26;260790;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260790;202003;32;CARDIOLOGIA;3;0;3
26;260790;202003;33;CLINICA GERAL;268;203;65
26;260790;202003;36;GERIATRIA;8;0;8
26;260790;202003;40;NEFROUROLOGIA;1;0;1
26;260790;202003;41;NEONATOLOGIA;7;5;2
26;260790;202003;42;NEUROLOGIA;6;0;6
26;260790;202003;87;SAUDE MENTAL;8;0;8
26;260790;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
26;260790;202003;74;UTI ADULTO - TIPO I;5;0;5
26;260790;202003;75;UTI ADULTO - TIPO II;50;40;10
26;260790;202003;80;UTI NEONATAL - TIPO I;3;0;3
26;260790;202003;81;UTI NEONATAL - TIPO II;34;30;4
26;260790;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;260790;202003;10;OBSTETRICIA CIRURGICA;44;36;8
26;260790;202003;43;OBSTETRICIA CLINICA;48;43;5
26;260790;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260790;202003;45;PEDIATRIA CLINICA;33;27;6
26;260790;202003;68;PEDIATRIA CIRURGICA;11;10;1
26;260790;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
26;260790;202003;34;CRONICOS;52;40;12
26;260790;202003;47;PSIQUIATRIA;1;0;1
26;260790;202003;48;REABILITACAO;12;0;12
26;260790;202003;HOSPITAL DIA;HOSPITAL DIA;HOSPITAL DIA;NA;NA
26;260790;202003;07;CIRURGICO/DIAGNOSTICO/TERAPEUTICO;2;0;2
26;260805;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;260805;202003;03;CIRURGIA GERAL;4;4;0
26;260805;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260805;202003;33;CLINICA GERAL;9;9;0
26;260805;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;260805;202003;43;OBSTETRICIA CLINICA;4;4;0
26;260805;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260805;202003;45;PEDIATRIA CLINICA;6;6;0
26;260810;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260810;202003;33;CLINICA GERAL;11;11;0
26;260810;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;260810;202003;10;OBSTETRICIA CIRURGICA;2;2;0
26;260810;202003;43;OBSTETRICIA CLINICA;5;5;0
26;260810;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260810;202003;45;PEDIATRIA CLINICA;5;5;0
26;260830;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260830;202003;33;CLINICA GERAL;6;6;0
26;260830;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;260830;202003;43;OBSTETRICIA CLINICA;2;2;0
26;260830;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260830;202003;45;PEDIATRIA CLINICA;1;1;0
26;260850;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;260850;202003;03;CIRURGIA GERAL;2;2;0
26;260850;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260850;202003;33;CLINICA GERAL;10;10;0
26;260850;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;260850;202003;43;OBSTETRICIA CLINICA;6;6;0
26;260850;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260850;202003;45;PEDIATRIA CLINICA;2;2;0
26;260845;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;260845;202003;03;CIRURGIA GERAL;2;2;0
26;260845;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260845;202003;33;CLINICA GERAL;6;6;0
26;260845;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;260845;202003;10;OBSTETRICIA CIRURGICA;3;3;0
26;260845;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260845;202003;45;PEDIATRIA CLINICA;2;2;0
26;260870;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;260870;202003;03;CIRURGIA GERAL;4;4;0
26;260870;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260870;202003;33;CLINICA GERAL;6;6;0
26;260870;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;260870;202003;43;OBSTETRICIA CLINICA;4;4;0
26;260870;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260870;202003;45;PEDIATRIA CLINICA;3;3;0
26;260890;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;260890;202003;03;CIRURGIA GERAL;33;16;17
26;260890;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260890;202003;33;CLINICA GERAL;30;26;4
26;260890;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
26;260890;202003;75;UTI ADULTO - TIPO II;20;10;10
26;260890;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;260890;202003;10;OBSTETRICIA CIRURGICA;14;8;6
26;260890;202003;43;OBSTETRICIA CLINICA;8;8;0
26;260890;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260890;202003;45;PEDIATRIA CLINICA;13;13;0
26;260890;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
26;260890;202003;34;CRONICOS;20;20;0
26;260890;202003;84;ACOLHIMENTO NOTURNO;8;8;0
26;260900;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;260900;202003;03;CIRURGIA GERAL;6;6;0
26;260900;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260900;202003;33;CLINICA GERAL;31;31;0
26;260900;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;260900;202003;43;OBSTETRICIA CLINICA;6;6;0
26;260900;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260900;202003;45;PEDIATRIA CLINICA;9;9;0
26;260910;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;260910;202003;03;CIRURGIA GERAL;3;3;0
26;260910;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260910;202003;33;CLINICA GERAL;3;3;0
26;260910;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;260910;202003;43;OBSTETRICIA CLINICA;2;2;0
26;260910;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260910;202003;45;PEDIATRIA CLINICA;1;1;0
26;260940;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;260940;202003;03;CIRURGIA GERAL;10;10;0
26;260940;202003;13;ORTOPEDIATRAUMATOLOGIA;83;83;0
26;260940;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260940;202003;33;CLINICA GERAL;16;16;0
26;260940;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
26;260940;202003;75;UTI ADULTO - TIPO II;20;0;20
26;260960;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;260960;202003;02;CARDIOLOGIA;10;0;10
26;260960;202003;03;CIRURGIA GERAL;28;17;11
26;260960;202003;05;GASTROENTEROLOGIA;5;0;5
26;260960;202003;11;OFTALMOLOGIA;1;1;0
26;260960;202003;13;ORTOPEDIATRAUMATOLOGIA;10;0;10
26;260960;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;260960;202003;32;CARDIOLOGIA;13;0;13
26;260960;202003;33;CLINICA GERAL;22;6;16
26;260960;202003;40;NEFROUROLOGIA;10;0;10
26;260960;202003;41;NEONATOLOGIA;4;4;0
26;260960;202003;42;NEUROLOGIA;90;78;12
26;260960;202003;87;SAUDE MENTAL;16;0;16
26;260960;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
26;260960;202003;75;UTI ADULTO - TIPO II;25;25;0
26;260960;202003;85;UTI CORONARIANA TIPO II - UCO TIPO II;16;0;16
26;260960;202003;94;UNIDADE DE CUIDADOS INTERMEDIARIOS PEDIATRICO;29;0;29
26;260960;202003;95;UNIDADE DE CUIDADOS INTERMEDIARIOS ADULTO;52;0;52
26;260960;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;260960;202003;10;OBSTETRICIA CIRURGICA;9;9;0
26;260960;202003;43;OBSTETRICIA CLINICA;19;19;0
26;260960;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;260960;202003;45;PEDIATRIA CLINICA;14;8;6
26;260960;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
26;260960;202003;34;CRONICOS;39;39;0
26;260960;202003;47;PSIQUIATRIA;193;65;128
26;260960;202003;HOSPITAL DIA;HOSPITAL DIA;HOSPITAL DIA;NA;NA
26;260960;202003;07;CIRURGICO/DIAGNOSTICO/TERAPEUTICO;6;3;3
26;261000;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;261000;202003;01;BUCO MAXILO FACIAL;1;1;0
26;261000;202003;02;CARDIOLOGIA;1;1;0
26;261000;202003;03;CIRURGIA GERAL;54;54;0
26;261000;202003;08;NEFROLOGIAUROLOGIA;1;1;0
26;261000;202003;09;NEUROCIRURGIA;1;1;0
26;261000;202003;13;ORTOPEDIATRAUMATOLOGIA;19;19;0
26;261000;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;261000;202003;33;CLINICA GERAL;59;57;2
26;261000;202003;41;NEONATOLOGIA;3;3;0
26;261000;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
26;261000;202003;51;UTI II ADULTO - COVID-19;5;0;5
26;261000;202003;66;UNIDADE ISOLAMENTO;9;7;2
26;261000;202003;75;UTI ADULTO - TIPO II;30;30;0
26;261000;202003;78;UTI PEDIATRICA - TIPO II;5;5;0
26;261000;202003;81;UTI NEONATAL - TIPO II;15;5;10
26;261000;202003;92;UNIDADE DE CUIDADOS INTERMEDIARIOS NEONATAL CONVENCIONAL;6;0;6
26;261000;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;261000;202003;10;OBSTETRICIA CIRURGICA;2;2;0
26;261000;202003;43;OBSTETRICIA CLINICA;48;48;0
26;261000;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;261000;202003;45;PEDIATRIA CLINICA;35;35;0
26;261000;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
26;261000;202003;34;CRONICOS;50;21;29
26;261050;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;261050;202003;03;CIRURGIA GERAL;3;3;0
26;261050;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;261050;202003;33;CLINICA GERAL;10;10;0
26;261050;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;261050;202003;10;OBSTETRICIA CIRURGICA;2;2;0
26;261050;202003;43;OBSTETRICIA CLINICA;8;8;0
26;261050;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;261050;202003;45;PEDIATRIA CLINICA;2;2;0
26;261060;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;261060;202003;03;CIRURGIA GERAL;24;24;0
26;261060;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;261060;202003;33;CLINICA GERAL;48;38;10
26;261060;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
26;261060;202003;66;UNIDADE ISOLAMENTO;2;2;0
26;261060;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;261060;202003;43;OBSTETRICIA CLINICA;13;13;0
26;261060;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;261060;202003;45;PEDIATRIA CLINICA;23;23;0
26;261060;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
26;261060;202003;47;PSIQUIATRIA;33;0;33
26;261070;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;261070;202003;03;CIRURGIA GERAL;65;60;5
26;261070;202003;06;GINECOLOGIA;25;25;0
26;261070;202003;09;NEUROCIRURGIA;15;0;15
26;261070;202003;11;OFTALMOLOGIA;3;3;0
26;261070;202003;13;ORTOPEDIATRAUMATOLOGIA;62;60;2
26;261070;202003;15;PLASTICA;2;0;2
26;261070;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;261070;202003;32;CARDIOLOGIA;4;0;4
26;261070;202003;33;CLINICA GERAL;176;151;25
26;261070;202003;42;NEUROLOGIA;25;25;0
26;261070;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
26;261070;202003;66;UNIDADE ISOLAMENTO;3;3;0
26;261070;202003;74;UTI ADULTO - TIPO I;10;0;10
26;261070;202003;75;UTI ADULTO - TIPO II;75;60;15
26;261070;202003;92;UNIDADE DE CUIDADOS INTERMEDIARIOS NEONATAL CONVENCIONAL;3;0;3
26;261070;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;261070;202003;10;OBSTETRICIA CIRURGICA;47;0;47
26;261070;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;261070;202003;45;PEDIATRIA CLINICA;15;15;0
26;261070;202003;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;OUTRAS ESPECIALIDADES;NA;NA
26;261070;202003;34;CRONICOS;69;69;0
26;261070;202003;49;PNEUMOLOGIA SANITARIA;2;2;0
26;261070;202003;84;ACOLHIMENTO NOTURNO;6;6;0
26;261080;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;261080;202003;03;CIRURGIA GERAL;2;2;0
26;261080;202003;06;GINECOLOGIA;1;1;0
26;261080;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;261080;202003;33;CLINICA GERAL;9;9;0
26;261080;202003;COMPLEMENTAR;COMPLEMENTAR;COMPLEMENTAR;NA;NA
26;261080;202003;66;UNIDADE ISOLAMENTO;1;1;0
26;261080;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
26;261080;202003;10;OBSTETRICIA CIRURGICA;2;2;0
26;261080;202003;43;OBSTETRICIA CLINICA;4;4;0
26;261080;202003;PEDIATRICO;PEDIATRICO;PEDIATRICO;NA;NA
26;261080;202003;45;PEDIATRIA CLINICA;4;4;0
26;261080;202003;68;PEDIATRIA CIRURGICA;1;1;0
26;261090;202003;CIRÚRGICO;CIRÚRGICO;CIRÚRGICO;NA;NA
26;261090;202003;03;CIRURGIA GERAL;16;10;6
26;261090;202003;06;GINECOLOGIA;8;4;4
26;261090;202003;CLÍNICO;CLÍNICO;CLÍNICO;NA;NA
26;261090;202003;33;CLINICA GERAL;76;56;20
26;261090;202003;OBSTÉTRICO;OBSTÉTRICO;OBSTÉTRICO;NA;NA
